[00:00:00.000 --> 00:00:10.000]   [ Pause ]
[00:10:12.000 --> 00:10:14.000]   Why?
[00:10:14.000 --> 00:10:20.000]   Because if you think about it there is a problem.
[00:10:20.000 --> 00:10:22.000]   And what is the problem?
[00:10:22.000 --> 00:10:28.000]   That you are going to provide an author with an exclusive right.
[00:10:28.000 --> 00:10:35.000]   And what exclusive right mean, what does exclusive right mean?
[00:10:35.000 --> 00:10:39.000]   Well basically the right to exclude.
[00:10:39.000 --> 00:10:46.000]   You know, I write a book and I don't want you to read it and I have the power to exclude
[00:10:46.000 --> 00:10:48.000]   it from reading it.
[00:10:48.000 --> 00:11:02.000]   So how the right to exclude is compatible with the aim of promoting the progress of science
[00:11:02.000 --> 00:11:04.000]   and useful arts?
[00:11:04.000 --> 00:11:14.000]   You know, there is a sort of a clash between the final goal, the encouragement of learning,
[00:11:14.000 --> 00:11:18.000]   the promotion of science and so on and so forth.
[00:11:18.000 --> 00:11:30.000]   And the other side, the creation of an exclusive right given to authors to keep everyone from
[00:11:30.000 --> 00:11:36.000]   outside or from reading the book.
[00:11:36.000 --> 00:11:43.000]   And we will see that when we will start talking about the basic principles of copyright,
[00:11:43.000 --> 00:11:48.000]   then later on we will also be talking about patents.
[00:11:48.000 --> 00:12:00.000]   We will see that deregulation of copyright and deregulation of patents is focused specifically
[00:12:00.000 --> 00:12:09.000]   in making the ultimate goal of those institutions compatible with the means through which the
[00:12:09.000 --> 00:12:11.000]   goal is achieved.
[00:12:11.000 --> 00:12:20.000]   That is to say, deregulation has been created and draft in order to make the exclusive right
[00:12:20.000 --> 00:12:26.000]   compatible with the aim of promoting science and useful arts.
[00:12:26.000 --> 00:12:42.000]   Anyway, from a historical perspective, it is interesting to...
[00:12:42.000 --> 00:12:50.000]   Sorry, I want to turn off the notification.
[00:12:50.000 --> 00:13:04.000]   So first of all, we do have to understand why the State of the Fund, later on the US
[00:13:04.000 --> 00:13:15.000]   Constitution, decided to adopt an approach to intellectual property based on that goal.
[00:13:15.000 --> 00:13:23.000]   And later on we will try to understand also the latest development of intellectual property
[00:13:23.000 --> 00:13:28.000]   in relation to the development of digital technologies.
[00:13:28.000 --> 00:13:36.000]   And we will see that sometimes we could have the perception of going back in time and going
[00:13:36.000 --> 00:13:44.000]   back at the early stages of the development of intellectual property.
[00:13:44.000 --> 00:13:51.000]   Anyway, exclusive right.
[00:13:51.000 --> 00:13:59.000]   First of all, what do we mean with exclusive right?
[00:13:59.000 --> 00:14:01.000]   The right to exclude.
[00:14:01.000 --> 00:14:06.000]   I am a right over...
[00:14:06.000 --> 00:14:13.000]   Well, if you let me use this analogy, I would say that you have a right over a portion of
[00:14:13.000 --> 00:14:17.000]   space which is yours.
[00:14:17.000 --> 00:14:24.000]   And nobody can get in that portion of space without your consent.
[00:14:24.000 --> 00:14:32.000]   Do you have any other example of an exclusive right?
[00:14:32.000 --> 00:14:34.000]   No idea?
[00:14:34.000 --> 00:14:36.000]   Private property?
[00:14:36.000 --> 00:14:37.000]   Private property.
[00:14:37.000 --> 00:14:44.000]   I would say that from a legal perspective, private property, let's call it property.
[00:14:44.000 --> 00:14:49.000]   Because even public property is an exclusive right, okay?
[00:14:49.000 --> 00:14:53.000]   That is, the public authority is allowed to keep you outside.
[00:14:53.000 --> 00:14:58.000]   So it doesn't really matter whether it is private or public.
[00:14:58.000 --> 00:15:01.000]   It is just property.
[00:15:01.000 --> 00:15:07.000]   Well, property is a typical example of an exclusive right.
[00:15:07.000 --> 00:15:14.000]   What does it mean that I have a property right over this piece of stuff?
[00:15:14.000 --> 00:15:20.000]   That I can use it and I can prohibit you from using it.
[00:15:20.000 --> 00:15:29.000]   So I can exclude you from the consumption of this resource.
[00:15:29.000 --> 00:15:34.000]   But there is a difference still.
[00:15:34.000 --> 00:15:40.000]   I don't know whether you have any idea of deregulation of property.
[00:15:40.000 --> 00:15:45.000]   You know, property, the real stuff.
[00:15:45.000 --> 00:15:50.000]   And you have probably heard that I was talking before about intellectual property.
[00:15:50.000 --> 00:16:04.000]   That is to say, I was sort of suggesting that property and intellectual property are basically the same stuff.
[00:16:04.000 --> 00:16:08.000]   And I said, you are the owner of the book.
[00:16:08.000 --> 00:16:14.000]   As I can say, that you are the owner of a piece of land.
[00:16:14.000 --> 00:16:22.000]   Or an apartment, or a mobile phone, a personal computer, and so on and so forth.
[00:16:22.000 --> 00:16:33.000]   But still, there is a major difference between intellectual property and property, the real one.
[00:16:33.000 --> 00:16:41.000]   Do you know what is the difference?
[00:16:41.000 --> 00:16:45.000]   The intellectual property is on the earth.
[00:16:45.000 --> 00:16:55.000]   Everyone can have an iPhone, but it's your thoughts, it's just inside your head.
[00:16:55.000 --> 00:16:59.000]   I understand what you are meaning. Yes, that's right.
[00:16:59.000 --> 00:17:07.000]   The intellectual property is something which is not material. It's not physical.
[00:17:07.000 --> 00:17:15.000]   Even a book, well, yes, there is the so-called paper strand, the medium through which you can read the book,
[00:17:15.000 --> 00:17:24.000]   but the book is not a piece of paper. The book is the content, which is transmitted by the piece of paper.
[00:17:24.000 --> 00:17:29.000]   Well, that's right. And that's quite interesting and important indeed.
[00:17:29.000 --> 00:17:33.000]   Because I will come to that later on.
[00:17:33.000 --> 00:17:41.000]   But there is something, you know, easier to say.
[00:17:41.000 --> 00:17:56.000]   If you think about it, property, the fact that I have an exclusive right over this mobile phone or this computer, doesn't have any goal.
[00:17:56.000 --> 00:18:11.000]   You do not read in any legal document that the aim of property is, I don't know, increasing social welfare, maybe.
[00:18:11.000 --> 00:18:25.000]   Well, there are economic theories according to which the fact that there is a property right over things makes it possible for people to exchange things.
[00:18:25.000 --> 00:18:31.000]   And by exchanging things, you are going to increase social welfare.
[00:18:31.000 --> 00:18:45.000]   This is pretty common. Think about that. I have this phone and I want to get rid of it because I want a better one and I can sell it.
[00:18:45.000 --> 00:18:54.000]   What is the basic requirement for an exchange to take place?
[00:18:54.000 --> 00:18:59.000]   I have to find someone who is willing to buy it.
[00:18:59.000 --> 00:19:15.000]   And when someone is willing to buy it, when we have different perceptions about the value of this phone, for instance, I value this phone 100.
[00:19:15.000 --> 00:19:23.000]   I don't know what, 100 dollars, 100 euros, 100 cents of euros, stuff like that.
[00:19:23.000 --> 00:19:27.000]   It doesn't matter. But I value it 100.
[00:19:27.000 --> 00:19:36.000]   There is no room to exchange it if you value it less than 100.
[00:19:36.000 --> 00:19:45.000]   You wouldn't buy it. You wouldn't exchange 100 for the cell phone, for the mobile phone.
[00:19:45.000 --> 00:19:53.000]   But if you value it more than I do, then there is a room for an exchange.
[00:19:53.000 --> 00:20:08.000]   For instance, you value it 110. So you would be willing to give me, I don't know, 105 to get it.
[00:20:08.000 --> 00:20:23.000]   Because by giving me 105 and getting 110, you are going to increase your wealth.
[00:20:23.000 --> 00:20:28.000]   Instead of having 105 now, you have 110.
[00:20:28.000 --> 00:20:37.000]   And I'm increasing my wealth too because instead of having 100, I now have 105.
[00:20:37.000 --> 00:21:00.000]   And if we sum my increased wealth with your increased wealth, we see that by exchanging this cell phone, we are increasing our social or community wealth.
[00:21:00.000 --> 00:21:10.000]   So that could be a reason why I'm awarding property rights to individuals.
[00:21:10.000 --> 00:21:20.000]   Because if I do not have a property right, and everyone can come here and steal it, how can I sell it?
[00:21:20.000 --> 00:21:28.000]   And what are you buying? You're not buying anything because I can give you the phone
[00:21:28.000 --> 00:21:34.000]   and a few seconds later I can steal it from you.
[00:21:34.000 --> 00:21:44.000]   You do not have a property right. So you understand property rights are meant to provide you with an exclusive right,
[00:21:44.000 --> 00:22:00.000]   which means to provide you with legal remedies against theft, against whatever may jeopardize your enjoyment of a given resource.
[00:22:00.000 --> 00:22:18.000]   So yes, there is an economic reason for property, but property was probably created before any reasoning about the goal of the institution.
[00:22:18.000 --> 00:22:39.000]   Instead, when we come to intellectual property, we see that the very first document about intellectual property, the "Stitch of the Fan 1710", says that intellectual property better copyright has been created for the encouragement of learning.
[00:22:39.000 --> 00:22:47.000]   Property was not created for the encouragement of anything.
[00:22:47.000 --> 00:23:02.000]   There is another difference between property, the real stuff, and intellectual property, which relates to what you were saying before.
[00:23:02.000 --> 00:23:23.000]   The fact that the exclusive right provided by copyright, or intellectual property if you prefer, is an exclusive right over something which is not material, which is not physical.
[00:23:23.000 --> 00:23:41.000]   Well, I don't have any book here, but, you know, I can have a property right over a book, and indeed I can take that book and sell it.
[00:23:41.000 --> 00:23:52.000]   But I do not have any property right over the content of a book. I cannot make a copy.
[00:23:52.000 --> 00:24:02.000]   We will see that when we will be talking about the principles of copyright, and we will be talking about the regulation of copyright.
[00:24:02.000 --> 00:24:16.000]   So, that's one difference between property and intellectual property.
[00:24:16.000 --> 00:24:34.000]   And, you know, as you see, my code is not over yet.
[00:24:34.000 --> 00:25:01.000]   As I said, I am a lawyer, and I must confess that for me,
[00:25:01.000 --> 00:25:08.000]   the terminology of intellectual property is a contradiction in terms.
[00:25:08.000 --> 00:25:20.000]   Because property, let's see if I can get some blackboard space.
[00:25:20.000 --> 00:25:47.000]   Do you have any interest in that stuff?
[00:25:47.000 --> 00:25:53.000]   Property is, as I said, a nation's legal institution.
[00:25:53.000 --> 00:26:08.000]   Our regulation of property comes from the Roman legal experience.
[00:26:08.000 --> 00:26:18.000]   You remember, during my lecture on the legal system, I was talking about the different legal cultures and traditions.
[00:26:18.000 --> 00:26:25.000]   And I told you that during this course we will mostly be dealing with the Western legal tradition.
[00:26:25.000 --> 00:26:36.000]   Because the Western legal tradition has been shaping almost every other legal tradition in recent times.
[00:26:36.000 --> 00:26:56.000]   And, you know, that's pretty understandable, because the Western legal tradition is the expression of political and economic power by the Western countries.
[00:26:56.000 --> 00:27:04.000]   And the Western legal tradition is rooted into the Roman legal experience.
[00:27:04.000 --> 00:27:08.000]   Think about the terminology, even in English.
[00:27:08.000 --> 00:27:23.000]   We are talking in English, but we are talking about property, which comes from propietà, contractus, and so on and so forth.
[00:27:23.000 --> 00:27:42.000]   That's quite interesting, because Latin legal expressions penetrated into the English tradition, because William de Conquerer was actually speaking French.
[00:27:42.000 --> 00:27:47.000]   And French is a neo-Latin language.
[00:27:47.000 --> 00:28:04.000]   So the root of the so-called common law tradition is basically rooted in the French language.
[00:28:04.000 --> 00:28:08.000]   William was speaking French.
[00:28:08.000 --> 00:28:11.000]   Judges were speaking French.
[00:28:11.000 --> 00:28:23.000]   And then later on, English started to emerge as the language of the now United Kingdom.
[00:28:23.000 --> 00:28:33.000]   We can start discussing about the importance of the language when talking about the legal culture.
[00:28:33.000 --> 00:28:37.000]   This is outside the boundaries of our course.
[00:28:37.000 --> 00:28:55.000]   Still, we should keep in mind that usually when we are using a specific word to describe a legal institution, that word also carries a tradition made of rules.
[00:28:55.000 --> 00:29:23.000]   So another way
[00:29:23.000 --> 00:29:42.000]   to put it, to describe a property, is to use that expression, d'itore auf, that could be translated into a real rite.
[00:29:42.000 --> 00:30:06.000]   I don't actually like that expression very much, but you will see that, no, you will not see it because you are not lawyer, but if you start studying American law for instance, you will see that there is a very common expression
[00:30:06.000 --> 00:30:15.000]   which is used by American lawyers in rem.
[00:30:15.000 --> 00:30:22.000]   Now, property is a real rite.
[00:30:22.000 --> 00:30:27.000]   And what does real mean?
[00:30:27.000 --> 00:30:31.000]   What does real mean?
[00:30:31.000 --> 00:30:43.000]   Well, real comes from the Latin word res.
[00:30:43.000 --> 00:30:55.000]   And that Latin word means things, material things, in Italian, cossi.
[00:30:55.000 --> 00:31:18.000]   If we read the Italian definition of property, we would read that property is a right, a masculine right, over things, less cossi.
[00:31:18.000 --> 00:31:28.000]   So property is not a right over non-material things, traditionally.
[00:31:28.000 --> 00:31:44.000]   Property is a right over an object like this one, a piece of land, an apartment, and stuff like that.
[00:31:44.000 --> 00:31:56.000]   And until very recently, we didn't have any notion of inter-letter property.
[00:31:56.000 --> 00:32:13.000]   Inter-letter property, as I said, is a contradiction because if property refers to material things, and inter-letter property refers to non-material things, I shouldn't be using the word property.
[00:32:13.000 --> 00:32:37.000]   But we are not philosophers, we are not language teachers, and we need to cope with the fact that the legislators around the world started using the word inter-letter property to describe that stuff.
[00:32:37.000 --> 00:32:40.000]   And that's it.
[00:32:40.000 --> 00:33:00.000]   Moreover, we have a global institution, which is called World Inter-letter Property Organization, which is managing the development of inter-letter property at the global level.
[00:33:00.000 --> 00:33:02.000]   And we need to take that into account.
[00:33:02.000 --> 00:33:15.000]   So traditionally, I would say that inter-letter property is a contradiction in terms, but instead I have to cope with the fact that inter-letter property has become part of the legal discourse.
[00:33:15.000 --> 00:33:20.000]   So what is inter-letter property? Any idea?
[00:33:21.000 --> 00:33:24.000]   Any other questions?
[00:33:25.000 --> 00:33:27.000]   Okay.
[00:33:28.000 --> 00:33:30.000]   Okay.
[00:33:31.000 --> 00:33:33.000]   Okay.
[00:33:34.000 --> 00:33:36.000]   Okay.
[00:33:37.000 --> 00:33:39.000]   Okay.
[00:33:39.000 --> 00:33:41.000]   Okay.
[00:34:07.000 --> 00:34:09.000]   This is the...
[00:34:09.000 --> 00:34:11.000]   Well, yes.
[00:34:11.000 --> 00:34:13.000]   Yes.
[00:34:13.000 --> 00:34:16.000]   If you have an answer, that would be great.
[00:34:36.000 --> 00:34:39.000]   Well, that's not...
[00:34:39.000 --> 00:34:44.000]   I wouldn't say that that's a real difference.
[00:34:44.000 --> 00:34:55.000]   Because if you think about it, if you have an exclusive right over an idea, you can sell that exclusive right to someone else, and you get value out of it.
[00:34:55.000 --> 00:35:05.000]   Well, yes, but that's value.
[00:35:05.000 --> 00:35:10.000]   So I wouldn't say that.
[00:35:10.000 --> 00:35:20.000]   Well, I understand your point, but it doesn't make much difference in my perspective.
[00:35:20.000 --> 00:35:22.000]   But yes.
[00:35:22.000 --> 00:35:27.000]   But I would say that...
[00:35:27.000 --> 00:35:34.000]   Well, that there is a problem with our definition of inter-letter property, that that's the problem.
[00:35:34.000 --> 00:35:49.000]   Because if you look at what the word inter-letter property is doing, you will see that there are three major areas of action by the Y-POP.
[00:35:49.000 --> 00:35:55.000]   Copyright, patents, and trademarks.
[00:35:58.000 --> 00:36:13.000]   And usually we believe that those three legal institutions are part of what we call inter-letter property.
[00:36:13.000 --> 00:36:28.000]   But what does copyright have in common with patents, and what do patents and copyright have in common with trademarks?
[00:36:28.000 --> 00:36:30.000]   That's the problem.
[00:36:30.000 --> 00:36:48.000]   Because when I'm talking about a legal institution, usually I'm talking about a set of rules that are managing or governing a given social phenomenon.
[00:36:48.000 --> 00:36:51.000]   Property, for instance.
[00:36:51.000 --> 00:36:59.000]   Property relates to the relationship between individuals and the resources.
[00:36:59.000 --> 00:37:02.000]   But also between individuals.
[00:37:02.000 --> 00:37:06.000]   I have a right of resource, I can trade it.
[00:37:06.000 --> 00:37:14.000]   So I can start negotiating and creating relationships.
[00:37:14.000 --> 00:37:30.000]   And property is a set of rules governing the relationship between an individual and a piece of the physical world.
[00:37:30.000 --> 00:37:41.000]   We will see that copyright is very different from patents.
[00:37:41.000 --> 00:37:51.000]   We will see that copyright protects the expression of an idea.
[00:37:51.000 --> 00:37:58.000]   Think about a plot.
[00:37:58.000 --> 00:38:09.000]   A young man, a young woman, falling in love, belonging to different families, and those different families having a conflict between them,
[00:38:09.000 --> 00:38:14.000]   and prohibiting that relationship to take place.
[00:38:14.000 --> 00:38:22.000]   And those young men and young women, at the end, will commit suicide.
[00:38:22.000 --> 00:38:24.000]   That's a plot.
[00:38:24.000 --> 00:38:28.000]   Very simple plot.
[00:38:28.000 --> 00:38:32.000]   Quite a common plot, actually.
[00:38:32.000 --> 00:38:44.000]   But you know, there is a guy who writes a tragedy, titled Romeo and Juliet.
[00:38:44.000 --> 00:38:59.000]   And the tragedy becomes a masterpiece of dramatic works.
[00:38:59.000 --> 00:39:02.000]   Copyright does not protect the plot.
[00:39:02.000 --> 00:39:07.000]   Everyone can use that plot.
[00:39:07.000 --> 00:39:27.000]   But copyright protects the specific expression of that plot made by William Shakespeare.
[00:39:27.000 --> 00:39:48.000]   And that's one of the ways to make the final goal of copyright compatible with the means through which that final goal is achieved.
[00:39:48.000 --> 00:40:14.000]   I just protect the expression. But you can read Shakespeare. You can get knowledge, information, and use that knowledge and information to write another dramatic piece of literature.
[00:40:14.000 --> 00:40:27.000]   We will see instead that patents are going to protect ideas, but not their expressions.
[00:40:27.000 --> 00:40:33.000]   We will be talking about that when talking about software patents.
[00:40:33.000 --> 00:40:59.000]   Think about a status bar. A graphical widget showing you how much of a task has been performed, and how much still is missing to the end of the task.
[00:40:59.000 --> 00:41:15.000]   Well, you can write that widget in many different languages, programming languages, using different libraries.
[00:41:15.000 --> 00:41:34.000]   According to copyright, each different implementation of a status bar written in different languages or with different specific instructions are different.
[00:41:34.000 --> 00:41:53.000]   Because copyright protects the expression, not the idea. But you can patent a status bar, a way of displaying on the screen the progress of a given task.
[00:41:53.000 --> 00:42:09.000]   And that patent will cover any possible implementation in any possible programming language of that idea, of that algorithm. But an algorithm is an idea.
[00:42:09.000 --> 00:42:21.000]   So we will come back to that. But I just want to stress the fact that copyright and patents are very different.
[00:42:21.000 --> 00:42:38.000]   So how can we bring them together and think about them in terms of a single institution, intellectual property? That doesn't work.
[00:42:38.000 --> 00:42:54.000]   So why do we call intellectual property patents and copyrights and trademarks? Because they have something in common, and they have something in common with property too.
[00:42:54.000 --> 00:43:09.000]   The rights to exclude, the exclusive right, the exclusiveness of the legal situation of the owner.
[00:43:09.000 --> 00:43:28.000]   But that's the only thing that those three different legal institutions have in common. Think about trademarks. You know what a trademark is?
[00:43:28.000 --> 00:43:39.000]   What is the goal of a trademark and a trademark protection?
[00:43:39.000 --> 00:43:42.000]   To exclude everyone else to use that specific design?
[00:43:42.000 --> 00:43:50.000]   Yes, but why? And think about that.
[00:43:50.000 --> 00:44:08.000]   You're Italian? Yes, okay. So you should be able to relate to my exam. I don't know if non-Italians are capable, but I will try to explain it.
[00:44:08.000 --> 00:44:12.000]   What is that?
[00:44:12.000 --> 00:44:21.000]   Well, that's a Latin word, but it also is a trademark.
[00:44:21.000 --> 00:44:41.000]   "Fabrica Italiana automobi Torino" "Fiat" "A car maker" It has not existed anymore, they call themselves "Stellantis", but "Fiat" is still a trademark of Stellantis.
[00:44:41.000 --> 00:45:10.000]   Okay, are you sure that "Fiat" relates to that? Let me show you something.
[00:45:10.000 --> 00:45:22.000]   "Cremino alla no chola" "Fiat"
[00:45:22.000 --> 00:45:44.000]   So "Fiat" is not just "Fabrica Italiana automobi Torino", a trademark of the car owner, it is also the name of a chocolate maker.
[00:45:44.000 --> 00:45:52.000]   So it is not true that you have an exclusive right of the name, which is a trademark.
[00:45:52.000 --> 00:45:55.000]   Is it the name or the logo that is trademarked?
[00:45:55.000 --> 00:45:59.000]   Well, the name. The name of the product.
[00:45:59.000 --> 00:46:21.000]   The point I would like to come to is that the ultimate goal of a trademark is to make it possible for a consumer to know what he is buying, or she is buying, or they are buying.
[00:46:21.000 --> 00:46:29.000]   Is this allowed because it is a completely different industry? So you are able to distinguish that anyways?
[00:46:29.000 --> 00:46:36.000]   Exactly. But you know that there is a problem if you think about that.
[00:46:36.000 --> 00:47:01.000]   Okay, let's bring this stuff into the digital environment. Domain names. I want to use "Fiat.it". Who is entitled to use that domain name?
[00:47:01.000 --> 00:47:25.000]   That is not a problem any longer, but in the early days of the social penetration of digital technologies, I am talking about the end of the 90s, last century, there was a problem of awarding domain names.
[00:47:25.000 --> 00:47:48.000]   And one of the approaches adopted by judges was to use trademark law in order to regulate the domain name issue.
[00:47:48.000 --> 00:47:56.000]   I think it was called the "Siber squatting", but I don't remember.
[00:47:56.000 --> 00:48:12.000]   Because this is not a real problem any longer, because we do have, at that time, first level domain names like .eat, .com, were very few.
[00:48:12.000 --> 00:48:18.000]   Now we have plenty of them, so that is not a problem any longer.
[00:48:18.000 --> 00:48:40.000]   So trademarks before the digital environment could coexist even if they were the same, as long as the trademark, those similar or identical trademarks, were referring to different industries.
[00:48:40.000 --> 00:48:51.000]   No one is going to make confusion between a piece of chocolate and a car. That is not a problem.
[00:48:51.000 --> 00:48:59.000]   But obviously, when we are talking about domain names, you may make confusion.
[00:48:59.000 --> 00:49:13.000]   So what I would like to stress is that unlike copyright and patents, the goal of trademark regulation is totally different.
[00:49:13.000 --> 00:49:23.000]   Trademark regulation is a protection of an entrepreneur, but it is also a protection of consumers.
[00:49:23.000 --> 00:49:48.000]   So that consumers may be confident that what they are buying is actually what they are looking for.
[00:49:48.000 --> 00:50:06.000]   Anyway, let's go back to the early stages of the original intellectual property, and specifically of copyright.
[00:50:06.000 --> 00:50:20.000]   I'm sorry about that, but I told you that I believe intellectual property may be seen as a contradiction in terms, but still I have to use that expression, because that's the expression we commonly use.
[00:50:20.000 --> 00:50:29.000]   Our course is titled "Privacy and Intellectual Property Rights".
[00:50:29.000 --> 00:50:37.000]   We will not be talking about trademarks. Anyway, we will be talking about copyright and patents.
[00:50:37.000 --> 00:50:58.000]   So, I said intellectual property and specifically copyrighted is believed to be the consequence of a technological revolution, the invention of the printing press.
[00:50:58.000 --> 00:51:06.000]   But as I said, the invention of the printing press happens in the mid-15th century.
[00:51:06.000 --> 00:51:24.000]   The creation of copyright instead takes place at the beginning of the 18th century, two and a half centuries later.
[00:51:24.000 --> 00:51:39.000]   Well, if copyright is a reaction to a technological revolution, obviously that reaction was not very quick to appear.
[00:51:39.000 --> 00:52:07.000]   But actually, and so we have to understand why it took 255 years, from the publication to the Bible, with the printing press by Gutenberg, to the enactment of the State Institute of the Fund by the Parliament of Westminster.
[00:52:07.000 --> 00:52:19.000]   And moreover, we have to understand why the State Institute of the Fund is not for the encouragement of learning.
[00:52:19.000 --> 00:52:48.000]   [Pause]
[00:52:48.000 --> 00:52:58.000]   Let's see if we can...
